,date,location,total_vaccinations,total_distributed,people_vaccinated,people_fully_vaccinated_per_hundred,total_vaccinations_per_hundred,people_fully_vaccinated,people_vaccinated_per_hundred,distributed_per_hundred,daily_vaccinations_raw,daily_vaccinations,daily_vaccinations_per_million,share_doses_used,total_boosters,total_boosters_per_hundred
41862,2021-08-16,Wisconsin,6300487.0,6631145.0,3331651.0,52.67,108.21,3066512.0,57.22,113.89,16477.0,8547.0,1468.0,0.95,,
41863,2021-08-17,Wisconsin,6304683.0,6658295.0,3334077.0,52.69,108.28,3068121.0,57.26,114.36,4196.0,8558.0,1470.0,0.947,,
41864,2021-08-18,Wisconsin,6312584.0,6680125.0,3338492.0,52.75,108.42,3071453.0,57.34,114.73,7901.0,8674.0,1490.0,0.945,,
41865,2021-08-19,Wisconsin,6324956.0,6706455.0,3345084.0,52.84,108.63,3076800.0,57.45,115.18,12372.0,9402.0,1615.0,0.943,,
41866,2021-08-20,Wisconsin,6337830.0,6789765.0,3351730.0,52.94,108.85,3082230.0,57.57,116.61,12874.0,9593.0,1648.0,0.933,,
41867,2021-08-21,Wisconsin,6350892.0,6830115.0,3358201.0,53.03,109.08,3087640.0,57.68,117.31,13062.0,9594.0,1648.0,0.93,,
41868,2021-08-22,Wisconsin,6363695.0,6840465.0,3363991.0,53.13,109.3,3093443.0,57.78,117.48,12803.0,11384.0,1955.0,0.93,,
41869,2021-08-23,Wisconsin,6380097.0,6840465.0,3367908.0,53.29,109.58,3102984.0,57.84,117.48,16402.0,11373.0,1953.0,0.933,,
41870,2021-08-24,Wisconsin,6384485.0,6840465.0,3369930.0,53.33,109.65,3105125.0,57.88,117.48,4388.0,11400.0,1958.0,0.933,,
41871,2021-08-25,Wisconsin,6394030.0,6844955.0,3374601.0,53.4,109.82,3109345.0,57.96,117.56,9545.0,11635.0,1998.0,0.934,,
41872,2021-08-26,Wisconsin,6408718.0,6888795.0,3381677.0,53.52,110.07,3115895.0,58.08,118.31,14688.0,11966.0,2055.0,0.93,,
41873,2021-08-27,Wisconsin,6423338.0,6929865.0,3389108.0,53.62,110.32,3122205.0,58.21,119.02,14620.0,12215.0,2098.0,0.927,,
41874,2021-08-28,Wisconsin,6438892.0,6937485.0,3396977.0,53.74,110.59,3129076.0,58.34,119.15,15554.0,12571.0,2159.0,0.928,,
41875,2021-08-29,Wisconsin,6454213.0,6945325.0,3404657.0,53.86,110.85,3135713.0,58.47,119.29,15321.0,12931.0,2221.0,0.929,,
41876,2021-08-30,Wisconsin,6463614.0,6944765.0,3409456.0,53.93,111.01,3139952.0,58.56,119.28,9401.0,11931.0,2049.0,0.931,,
41877,2021-08-31,Wisconsin,6469278.0,6955945.0,3412329.0,53.97,111.11,3142587.0,58.61,119.47,5664.0,12113.0,2080.0,0.93,,
41878,2021-09-01,Wisconsin,6480244.0,6990805.0,3417847.0,54.06,111.3,3147447.0,58.7,120.07,10966.0,12316.0,2115.0,0.927,,
41879,2021-09-02,Wisconsin,6495993.0,7015675.0,3425677.0,54.18,111.57,3154598.0,58.84,120.49,15749.0,12468.0,2141.0,0.926,,
41880,2021-09-03,Wisconsin,6511239.0,7043025.0,3433874.0,54.29,111.83,3160744.0,58.98,120.96,15246.0,12557.0,2157.0,0.924,,
41881,2021-09-04,Wisconsin,6527453.0,7065145.0,3442840.0,54.39,112.11,3166990.0,59.13,121.34,16214.0,12652.0,2173.0,0.924,,
41882,2021-09-05,Wisconsin,,,,,,,,,,11823.0,2031.0,,,
41883,2021-09-06,Wisconsin,,,,,,,,,,11839.0,2033.0,,,
41884,2021-09-07,Wisconsin,6556008.0,7065045.0,3458026.0,54.6,112.6,3178783.0,59.39,121.34,,12390.0,2128.0,0.928,,
41885,2021-09-08,Wisconsin,6560266.0,7070895.0,3460456.0,54.63,112.67,3180583.0,59.43,121.44,4258.0,11432.0,1963.0,0.928,,
41886,2021-09-09,Wisconsin,6568648.0,7082245.0,3463787.0,54.7,112.82,3184687.0,59.49,121.64,8382.0,10379.0,1783.0,0.927,,
41887,2021-09-10,Wisconsin,6582247.0,7101475.0,3469441.0,54.82,113.05,3191635.0,59.59,121.97,13599.0,10144.0,1742.0,0.927,,
41888,2021-09-11,Wisconsin,6594363.0,7139395.0,3474553.0,54.92,113.26,3197772.0,59.68,122.62,12116.0,9559.0,1642.0,0.924,,
41889,2021-09-12,Wisconsin,6606629.0,7139395.0,3479818.0,55.02,113.47,3203671.0,59.77,122.62,12266.0,9951.0,1709.0,0.925,,
41890,2021-09-13,Wisconsin,6614806.0,7139395.0,3483807.0,55.09,113.61,3207606.0,59.83,122.62,8177.0,9759.0,1676.0,0.927,,
41891,2021-09-14,Wisconsin,6619311.0,7143205.0,3486142.0,55.13,113.69,3209820.0,59.87,122.68,4505.0,9043.0,1553.0,0.927,,
41892,2021-09-15,Wisconsin,6628053.0,7186715.0,3490067.0,55.2,113.84,3213846.0,59.94,123.43,8742.0,9684.0,1663.0,0.922,,
41893,2021-09-16,Wisconsin,6640583.0,7209215.0,3495799.0,55.3,114.05,3220066.0,60.04,123.82,12530.0,10276.0,1765.0,0.921,,
41894,2021-09-17,Wisconsin,6652898.0,7234595.0,3501253.0,55.41,114.26,3226176.0,60.13,124.25,12315.0,10093.0,1733.0,0.92,,
41895,2021-09-18,Wisconsin,6665992.0,7264575.0,3507180.0,55.52,114.49,3232659.0,60.24,124.77,13094.0,10233.0,1758.0,0.918,,
41896,2021-09-19,Wisconsin,6679402.0,7264575.0,3513327.0,55.63,114.72,3239273.0,60.34,124.77,13410.0,10396.0,1786.0,0.919,,
41897,2021-09-20,Wisconsin,6687759.0,7264575.0,3517195.0,55.71,114.86,3243506.0,60.41,124.77,8357.0,10422.0,1790.0,0.921,,
41898,2021-09-21,Wisconsin,6692953.0,7278275.0,3519905.0,55.75,114.95,3245845.0,60.45,125.0,5194.0,10520.0,1807.0,0.92,,
41899,2021-09-22,Wisconsin,6701105.0,7282405.0,3523227.0,55.81,115.09,3249729.0,60.51,125.07,8152.0,10436.0,1792.0,0.92,,
41900,2021-09-23,Wisconsin,6711667.0,7300995.0,3526839.0,55.91,115.27,3255405.0,60.57,125.39,10562.0,10155.0,1744.0,0.919,,
41901,2021-09-24,Wisconsin,6720019.0,7313615.0,3529673.0,55.99,115.42,3260086.0,60.62,125.61,8352.0,9589.0,1647.0,0.919,,
41902,2021-09-25,Wisconsin,6731812.0,7353295.0,3533687.0,56.11,115.62,3266807.0,60.69,126.29,11793.0,9403.0,1615.0,0.915,,
41903,2021-09-26,Wisconsin,6745658.0,7353155.0,3537687.0,56.22,115.86,3273280.0,60.76,126.29,13846.0,9465.0,1626.0,0.917,,
41904,2021-09-27,Wisconsin,6754971.0,7353295.0,3540199.0,56.28,116.02,3277087.0,60.8,126.29,9313.0,9602.0,1649.0,0.919,,
41905,2021-09-28,Wisconsin,6762106.0,7368275.0,3541686.0,56.32,116.14,3279448.0,60.83,126.55,7135.0,9879.0,1697.0,0.918,,
41906,2021-09-29,Wisconsin,6776038.0,7380525.0,3544975.0,56.39,116.38,3283093.0,60.88,126.76,13932.0,10705.0,1839.0,0.918,,
41907,2021-09-30,Wisconsin,6789307.0,7379855.0,3547981.0,56.44,116.61,3286121.0,60.94,126.75,13269.0,11091.0,1905.0,0.92,,
41908,2021-10-01,Wisconsin,6809569.0,7480755.0,3551985.0,56.51,116.95,3290215.0,61.01,128.48,20262.0,12793.0,2197.0,0.91,,
41909,2021-10-02,Wisconsin,6824719.0,7502315.0,3555096.0,56.57,117.21,3293663.0,61.06,128.85,15150.0,13272.0,2279.0,0.91,,
41910,2021-10-03,Wisconsin,6854435.0,7501435.0,3560914.0,56.69,117.72,3300516.0,61.16,128.84,29716.0,15540.0,2669.0,0.914,,
41911,2021-10-04,Wisconsin,6872854.0,7501295.0,3564028.0,56.76,118.04,3305020.0,61.21,128.83,18419.0,16840.0,2892.0,0.916,,
41912,2021-10-05,Wisconsin,6878997.0,7525725.0,3565342.0,56.79,118.15,3306845.0,61.23,129.25,6143.0,16699.0,2868.0,0.914,,
41913,2021-10-06,Wisconsin,6894275.0,7549885.0,3568138.0,56.85,118.41,3310059.0,61.28,129.67,15278.0,16891.0,2901.0,0.913,,
41914,2021-10-07,Wisconsin,6909247.0,7611245.0,3570888.0,56.9,118.67,3312990.0,61.33,130.72,14972.0,17134.0,2943.0,0.908,,
41915,2021-10-08,Wisconsin,6936268.0,7710425.0,3580154.0,57.07,119.13,3322774.0,61.49,132.43,27021.0,18100.0,3109.0,0.9,,
41916,2021-10-09,Wisconsin,6958234.0,7732595.0,3583861.0,57.15,119.51,3327433.0,61.55,132.81,21966.0,19074.0,3276.0,0.9,,
41917,2021-10-10,Wisconsin,,,,,,,,,,16566.0,2845.0,,,
41918,2021-10-11,Wisconsin,,,,,,,,,,15673.0,2692.0,,,
41919,2021-10-12,Wisconsin,6994730.0,7741485.0,3590271.0,57.31,120.13,3336799.0,61.66,132.96,,16533.0,2840.0,0.904,,
41920,2021-10-13,Wisconsin,7010197.0,7755705.0,3593202.0,57.36,120.4,3339975.0,61.71,133.2,15467.0,16560.0,2844.0,0.904,,
41921,2021-10-14,Wisconsin,7032502.0,7773555.0,3597059.0,57.44,120.78,3344160.0,61.78,133.51,22305.0,17608.0,3024.0,0.905,,
41922,2021-10-15,Wisconsin,7052393.0,7848125.0,3600776.0,57.5,121.12,3347656.0,61.84,134.79,19891.0,16589.0,2849.0,0.899,,
41923,2021-10-16,Wisconsin,7069788.0,7885935.0,3603863.0,57.55,121.42,3350824.0,61.9,135.44,17395.0,15936.0,2737.0,0.897,,
41924,2021-10-17,Wisconsin,7094312.0,7882995.0,3608125.0,57.64,121.84,3355921.0,61.97,135.39,24524.0,17702.0,3040.0,0.9,,
41925,2021-10-18,Wisconsin,7103897.0,7882715.0,3609981.0,57.68,122.01,3358164.0,62.0,135.39,9585.0,17333.0,2977.0,0.901,,
41926,2021-10-19,Wisconsin,7108555.0,7890545.0,3610962.0,57.7,122.09,3359457.0,62.02,135.52,4658.0,16261.0,2793.0,0.901,,
41927,2021-10-20,Wisconsin,7122435.0,7905825.0,3613567.0,57.75,122.33,3362204.0,62.06,135.78,13880.0,16034.0,2754.0,0.901,,
41928,2021-10-21,Wisconsin,7141619.0,7923035.0,3616887.0,57.8,122.66,3365525.0,62.12,136.08,19184.0,15588.0,2677.0,0.901,278800.0,4.79
41929,2021-10-22,Wisconsin,7159648.0,8011125.0,3622537.0,57.88,122.97,3370124.0,62.22,137.59,18029.0,15322.0,2632.0,0.894,291094.0,5.0
41930,2021-10-23,Wisconsin,7179001.0,8045235.0,3625725.0,57.93,123.3,3373184.0,62.27,138.18,19353.0,15602.0,2680.0,0.892,304297.0,5.23
41931,2021-10-24,Wisconsin,7200668.0,8045285.0,3629213.0,57.99,123.67,3376473.0,62.33,138.18,21667.0,15194.0,2610.0,0.895,319244.0,5.48
41932,2021-10-25,Wisconsin,7214379.0,8043745.0,3630920.0,58.02,123.91,3377995.0,62.36,138.15,13711.0,15783.0,2711.0,0.897,329544.0,5.66
41933,2021-10-26,Wisconsin,7222746.0,8072765.0,3632209.0,58.03,124.05,3379016.0,62.38,138.65,8367.0,16313.0,2802.0,0.895,335581.0,5.76
41934,2021-10-27,Wisconsin,7243291.0,8110185.0,3635158.0,58.07,124.4,3381275.0,62.43,139.29,20545.0,17265.0,2965.0,0.893,350946.0,6.03
41935,2021-10-28,Wisconsin,7273809.0,8164205.0,3639416.0,58.13,124.93,3384470.0,62.51,140.22,30518.0,18884.0,3243.0,0.891,374327.0,6.43
41936,2021-10-29,Wisconsin,7306428.0,8258605.0,3643285.0,58.21,125.49,3389053.0,62.57,141.84,32619.0,20969.0,3601.0,0.885,398972.0,6.85
41937,2021-10-30,Wisconsin,7341635.0,8346635.0,3647952.0,58.27,126.09,3392589.0,62.65,143.35,35207.0,23233.0,3990.0,0.88,426395.0,7.32
41938,2021-10-31,Wisconsin,7374991.0,8346235.0,3652087.0,58.32,126.67,3395756.0,62.72,143.35,33356.0,24903.0,4277.0,0.884,452424.0,7.77
41939,2021-11-01,Wisconsin,7391761.0,8343035.0,3654374.0,58.35,126.95,3397399.0,62.76,143.29,16770.0,25340.0,4352.0,0.886,465596.0,8.0
41940,2021-11-02,Wisconsin,7403989.0,8433945.0,3656205.0,58.39,127.16,3399918.0,62.8,144.85,12228.0,25892.0,4447.0,0.878,473225.0,8.13
41941,2021-11-03,Wisconsin,7426952.0,8520405.0,3659327.0,58.43,127.56,3402179.0,62.85,146.34,22963.0,26237.0,4506.0,0.872,490934.0,8.43
41942,2021-11-04,Wisconsin,7455498.0,8581805.0,3665028.0,58.52,128.05,3407176.0,62.95,147.39,28546.0,25956.0,4458.0,0.869,513504.0,8.82
41943,2021-11-05,Wisconsin,7480301.0,8621645.0,3668056.0,58.56,128.47,3409332.0,63.0,148.08,24803.0,24839.0,4266.0,0.868,533501.0,9.16
41944,2021-11-06,Wisconsin,7511985.0,8632605.0,3672007.0,58.6,129.02,3411784.0,63.07,148.26,31684.0,24336.0,4180.0,0.87,558940.0,9.6
41945,2021-11-07,Wisconsin,7553212.0,8677785.0,3678315.0,58.66,129.73,3415322.0,63.17,149.04,41227.0,25460.0,4373.0,0.87,590297.0,10.14
41946,2021-11-08,Wisconsin,7583130.0,8677785.0,3683404.0,58.7,130.24,3418034.0,63.26,149.04,29918.0,27338.0,4695.0,0.874,612474.0,10.52
41947,2021-11-09,Wisconsin,7591686.0,8745225.0,3685873.0,58.72,130.39,3418923.0,63.3,150.2,8556.0,26814.0,4605.0,0.868,618022.0,10.61
41948,2021-11-10,Wisconsin,7615701.0,8783485.0,3692451.0,58.76,130.8,3420975.0,63.42,150.86,24015.0,26964.0,4631.0,0.867,633907.0,10.89
41949,2021-11-11,Wisconsin,,,,,,,,,,28102.0,4827.0,,,
41950,2021-11-12,Wisconsin,7688717.0,8916585.0,3711631.0,58.85,132.05,3426672.0,63.75,153.14,,29774.0,5114.0,0.862,681719.0,11.71
41951,2021-11-13,Wisconsin,7728255.0,8998515.0,3720203.0,58.9,132.73,3429189.0,63.89,154.55,39538.0,30896.0,5306.0,0.859,704449.0,12.1
41952,2021-11-14,Wisconsin,7788779.0,8997615.0,3732788.0,58.95,133.77,3432542.0,64.11,154.53,60524.0,33652.0,5780.0,0.866,730827.0,12.55
41953,2021-11-15,Wisconsin,7815645.0,8996335.0,3743467.0,58.98,134.23,3434200.0,64.29,154.51,26866.0,33216.0,5705.0,0.869,745426.0,12.8
41954,2021-11-16,Wisconsin,7815980.0,9036455.0,3743856.0,58.98,134.24,3434266.0,64.3,155.2,335.0,32042.0,5503.0,0.865,745785.0,12.81
41955,2021-11-17,Wisconsin,7855755.0,9071865.0,3754324.0,59.04,134.92,3437349.0,64.48,155.81,39775.0,34293.0,5890.0,0.866,772220.0,13.26
41956,2021-11-18,Wisconsin,7894520.0,9104875.0,3763811.0,59.09,135.59,3440272.0,64.64,156.38,38765.0,34616.0,5945.0,0.867,799208.0,13.73
41957,2021-11-19,Wisconsin,7934966.0,9160855.0,3772450.0,59.13,136.28,3442960.0,64.79,157.34,40446.0,35178.0,6042.0,0.866,828447.0,14.23
41958,2021-11-20,Wisconsin,7976232.0,9193145.0,3782194.0,59.18,136.99,3445718.0,64.96,157.89,41266.0,35425.0,6084.0,0.868,857713.0,14.73
41959,2021-11-21,Wisconsin,8017193.0,9188185.0,3791157.0,59.23,137.69,3448582.0,65.11,157.81,40961.0,32631.0,5604.0,0.873,886829.0,15.23
41960,2021-11-22,Wisconsin,8039456.0,9183345.0,3797976.0,59.25,138.08,3449931.0,65.23,157.72,22263.0,31973.0,5491.0,0.875,900779.0,15.47
41961,2021-11-23,Wisconsin,8050645.0,9213885.0,3800653.0,59.27,138.27,3450734.0,65.28,158.25,11189.0,33524.0,5758.0,0.874,908714.0,15.61
41962,2021-11-24,Wisconsin,8080069.0,9243335.0,3807811.0,59.3,138.77,3452828.0,65.4,158.75,29424.0,32045.0,5504.0,0.874,929416.0,15.96
41963,2021-11-25,Wisconsin,,,,,,,,,,29540.0,5073.0,,,
41964,2021-11-26,Wisconsin,,,,,,,,,,26794.0,4602.0,,,
41965,2021-11-27,Wisconsin,,,,,,,,,,23931.0,4110.0,,,
41966,2021-11-28,Wisconsin,,,,,,,,,,21112.0,3626.0,,,
41967,2021-11-29,Wisconsin,8186207.0,9222535.0,3830306.0,59.47,140.6,3462365.0,65.79,158.4,,20964.0,3601.0,0.888,1002421.0,17.22
41968,2021-11-30,Wisconsin,8194809.0,9291735.0,3832519.0,59.5,140.75,3464470.0,65.82,159.59,8602.0,20595.0,3537.0,0.882,1008230.0,17.32
41969,2021-12-01,Wisconsin,8221834.0,9332965.0,3837171.0,59.59,141.21,3469836.0,65.9,160.29,27025.0,20252.0,3478.0,0.881,1025854.0,17.62
41970,2021-12-02,Wisconsin,8261595.0,9354055.0,3844312.0,59.72,141.89,3477030.0,66.03,160.66,39761.0,22900.0,3933.0,0.883,1051773.0,18.06
41971,2021-12-03,Wisconsin,8293697.0,9396555.0,3849967.0,59.81,142.44,3482597.0,66.12,161.39,32102.0,24453.0,4200.0,0.883,1073295.0,18.43
41972,2021-12-04,Wisconsin,8342331.0,9395795.0,3857256.0,59.95,143.28,3490550.0,66.25,161.37,48634.0,28368.0,4872.0,0.888,1107159.0,19.02
41973,2021-12-05,Wisconsin,8389937.0,9388095.0,3863288.0,60.08,144.1,3498341.0,66.35,161.24,47606.0,32137.0,5520.0,0.894,1135314.0,19.5
41974,2021-12-06,Wisconsin,8417573.0,9379555.0,3867149.0,60.23,144.57,3506762.0,66.42,161.09,27636.0,33052.0,5677.0,0.897,1151035.0,19.77
41975,2021-12-07,Wisconsin,8430572.0,9458955.0,3869007.0,60.28,144.79,3509884.0,66.45,162.46,12999.0,33680.0,5785.0,0.891,1159456.0,19.91
41976,2021-12-08,Wisconsin,8467164.0,9550215.0,3874507.0,60.39,145.42,3515995.0,66.54,164.02,36592.0,35047.0,6019.0,0.887,1178056.0,20.23
41977,2021-12-09,Wisconsin,8517976.0,9563275.0,3880978.0,60.51,146.3,3523381.0,66.66,164.25,50812.0,36626.0,6290.0,0.891,1207945.0,20.75
41978,2021-12-10,Wisconsin,8572893.0,9629605.0,3888085.0,60.64,147.24,3530596.0,66.78,165.39,54917.0,39885.0,6850.0,0.89,1242234.0,21.34
41979,2021-12-11,Wisconsin,8619587.0,9650625.0,3893886.0,60.76,148.04,3537720.0,66.88,165.75,46694.0,39608.0,6803.0,0.893,1269189.0,21.8
41980,2021-12-12,Wisconsin,8664398.0,9655595.0,3899717.0,60.89,148.81,3545124.0,66.98,165.83,44811.0,39209.0,6734.0,0.897,1296528.0,22.27
41981,2021-12-13,Wisconsin,8689866.0,9655415.0,3903344.0,61.0,149.25,3551568.0,67.04,165.83,25468.0,38899.0,6681.0,0.9,1311917.0,22.53
41982,2021-12-14,Wisconsin,8695375.0,9707965.0,3904264.0,61.01,149.34,3552418.0,67.06,166.73,5509.0,37829.0,6497.0,0.896,1315955.0,22.6
41983,2021-12-15,Wisconsin,8727382.0,9797375.0,3909345.0,61.11,149.89,3557802.0,67.14,168.27,32007.0,37174.0,6385.0,0.891,1337611.0,22.97
41984,2021-12-16,Wisconsin,8767000.0,9816445.0,3914806.0,61.21,150.57,3563900.0,67.24,168.6,39618.0,35575.0,6110.0,0.893,1363095.0,23.41
41985,2021-12-17,Wisconsin,8808797.0,9880205.0,3920065.0,61.3,151.29,3569135.0,67.33,169.69,41797.0,33701.0,5788.0,0.892,1387956.0,23.84
41986,2021-12-18,Wisconsin,8845379.0,9899895.0,3926179.0,61.37,151.92,3573484.0,67.43,170.03,36582.0,32256.0,5540.0,0.893,1413997.0,24.29
41987,2021-12-19,Wisconsin,8881565.0,9891495.0,3931756.0,61.44,152.54,3577548.0,67.53,169.89,36186.0,31024.0,5328.0,0.898,1440527.0,24.74
41988,2021-12-20,Wisconsin,8902750.0,9880435.0,3934985.0,61.5,152.9,3580756.0,67.58,169.7,21185.0,30412.0,5223.0,0.901,1455248.0,24.99
41989,2021-12-21,Wisconsin,8912998.0,9891405.0,3936674.0,61.52,153.08,3582061.0,67.61,169.88,10248.0,31089.0,5340.0,0.901,1462696.0,25.12
41990,2021-12-22,Wisconsin,8940641.0,9935775.0,3941422.0,61.58,153.56,3585505.0,67.69,170.65,27643.0,30466.0,5233.0,0.9,1481879.0,25.45
41991,2021-12-23,Wisconsin,8977213.0,9991205.0,3947193.0,61.65,154.18,3589791.0,67.79,171.6,36572.0,30030.0,5158.0,0.899,1508021.0,25.9
41992,2021-12-24,Wisconsin,,,,,,,,,,25342.0,4352.0,,,
41993,2021-12-25,Wisconsin,,,,,,,,,,21398.0,3675.0,,,
41994,2021-12-26,Wisconsin,,,,,,,,,,17511.0,3008.0,,,
41995,2021-12-27,Wisconsin,9013117.0,9980635.0,3953818.0,61.73,154.8,3594180.0,67.91,171.42,,15767.0,2708.0,0.903,1533697.0,26.34
41996,2021-12-28,Wisconsin,9062439.0,9980635.0,3962182.0,61.83,155.65,3599742.0,68.05,171.42,49322.0,21349.0,3667.0,0.908,1566468.0,26.9
41997,2021-12-29,Wisconsin,9084788.0,10034485.0,3966632.0,61.89,156.03,3603459.0,68.13,172.34,22349.0,20592.0,3537.0,0.905,1580532.0,27.15
41998,2021-12-30,Wisconsin,9114543.0,10100595.0,3972346.0,61.96,156.54,3607515.0,68.22,173.48,29755.0,19619.0,3370.0,0.902,1600126.0,27.48
41999,2021-12-31,Wisconsin,,,,,,,,,,20656.0,3548.0,,,
42000,2022-01-01,Wisconsin,,,,,,,,,,21694.0,3726.0,,,
42001,2022-01-02,Wisconsin,,,,,,,,,,22732.0,3904.0,,,
42002,2022-01-03,Wisconsin,,,,,,,,,,23770.0,4082.0,,,
42003,2022-01-04,Wisconsin,9195748.0,10094315.0,3988497.0,62.15,157.94,3618725.0,68.5,173.37,,19044.0,3271.0,0.911,1653877.0,28.41
42004,2022-01-05,Wisconsin,9215196.0,10132395.0,3992478.0,62.21,158.27,3622142.0,68.57,174.02,19448.0,18630.0,3200.0,0.909,1666068.0,28.61
42005,2022-01-06,Wisconsin,9240483.0,10273055.0,3997586.0,62.28,158.7,3625956.0,68.66,176.44,25287.0,17991.0,3090.0,0.899,1682576.0,28.9
42006,2022-01-07,Wisconsin,9264594.0,10273055.0,4002632.0,62.34,159.12,3629808.0,68.74,176.44,24111.0,19116.0,3283.0,0.902,1697935.0,29.16
42007,2022-01-08,Wisconsin,9290123.0,10368325.0,4007845.0,62.4,159.56,3633470.0,68.83,178.08,25529.0,20443.0,3511.0,0.896,1714778.0,29.45
42008,2022-01-09,Wisconsin,9318243.0,10376525.0,4013964.0,62.48,160.04,3637761.0,68.94,178.22,28120.0,22140.0,3803.0,0.898,1732705.0,29.76
42009,2022-01-10,Wisconsin,9335224.0,10376525.0,4017523.0,62.53,160.33,3640584.0,69.0,178.22,16981.0,22245.0,3821.0,0.9,1743188.0,29.94
42010,2022-01-11,Wisconsin,9343402.0,10413625.0,4019237.0,62.54,160.47,3641640.0,69.03,178.85,8178.0,21093.0,3623.0,0.897,1748826.0,30.04
42011,2022-01-12,Wisconsin,9363442.0,10440725.0,4023611.0,62.59,160.82,3644539.0,69.11,179.32,20040.0,21178.0,3637.0,0.897,1761647.0,30.26
42012,2022-01-13,Wisconsin,9387518.0,10465925.0,4029013.0,62.66,161.23,3648131.0,69.2,179.75,24076.0,21005.0,3608.0,0.897,1777142.0,30.52
42013,2022-01-14,Wisconsin,9412167.0,10477975.0,4034217.0,62.72,161.65,3651979.0,69.29,179.96,24649.0,21082.0,3621.0,0.898,1792769.0,30.79
42014,2022-01-15,Wisconsin,9434685.0,10523575.0,4039352.0,62.78,162.04,3655322.0,69.38,180.74,22518.0,20652.0,3547.0,0.897,1806992.0,31.03
42015,2022-01-16,Wisconsin,,,,,,,,,,16693.0,2867.0,,,
42016,2022-01-17,Wisconsin,,,,,,,,,,14326.0,2460.0,,,
42017,2022-01-18,Wisconsin,9435921.0,10568775.0,4040602.0,62.78,162.06,3655498.0,69.4,181.52,,13217.0,2270.0,0.893,1807669.0,31.05
42018,2022-01-19,Wisconsin,9493731.0,10570275.0,4061695.0,63.02,163.05,3669223.0,69.76,181.54,57810.0,18613.0,3197.0,0.898,1845095.0,31.69
42019,2022-01-20,Wisconsin,9512543.0,10585675.0,4065676.0,63.08,163.38,3672612.0,69.83,181.81,18812.0,17861.0,3068.0,0.899,1856781.0,31.89
42020,2022-01-21,Wisconsin,9530836.0,10617475.0,4069314.0,63.14,163.69,3676151.0,69.89,182.35,18293.0,16953.0,2912.0,0.898,1867838.0,32.08
42021,2022-01-22,Wisconsin,9548238.0,10637445.0,4073000.0,63.2,163.99,3679616.0,69.95,182.7,17402.0,16222.0,2786.0,0.898,1878302.0,32.26
42022,2022-01-23,Wisconsin,9566422.0,10638145.0,4076895.0,63.25,164.3,3682975.0,70.02,182.71,18184.0,18761.0,3222.0,0.899,1889217.0,32.45
42023,2022-01-24,Wisconsin,9576232.0,10638145.0,4078904.0,63.28,164.47,3684342.0,70.05,182.71,9810.0,20103.0,3453.0,0.9,1895682.0,32.56
42024,2022-01-25,Wisconsin,9581656.0,10667145.0,4080164.0,63.29,164.56,3685067.0,70.08,183.21,5424.0,20819.0,3576.0,0.898,1899299.0,32.62
42025,2022-01-26,Wisconsin,9593562.0,10669845.0,4082793.0,63.33,164.77,3687544.0,70.12,183.25,11906.0,14262.0,2449.0,0.899,1906178.0,32.74
42026,2022-01-27,Wisconsin,9608200.0,10699045.0,4085826.0,63.38,165.02,3690547.0,70.17,183.76,14638.0,13665.0,2347.0,0.898,1914749.0,32.89
42027,2022-01-28,Wisconsin,9622275.0,10733285.0,4088733.0,63.44,165.26,3693665.0,70.22,184.34,14075.0,13063.0,2244.0,0.896,1922852.0,33.02
42028,2022-01-29,Wisconsin,9636940.0,10744685.0,4091658.0,63.49,165.51,3696820.0,70.27,184.54,14665.0,12672.0,2176.0,0.897,1931525.0,33.17
42029,2022-01-30,Wisconsin,9652740.0,10744685.0,4094717.0,63.55,165.79,3700443.0,70.33,184.54,15800.0,12331.0,2118.0,0.898,1940532.0,33.33
42030,2022-01-31,Wisconsin,9663279.0,10744685.0,4096978.0,63.6,165.97,3703247.0,70.37,184.54,10539.0,12435.0,2136.0,0.899,1945951.0,33.42
42031,2022-02-01,Wisconsin,9667931.0,10774685.0,4097973.0,63.62,166.05,3704241.0,70.38,185.05,4652.0,12325.0,2117.0,0.897,1948637.0,33.47
42032,2022-02-02,Wisconsin,9678208.0,10778085.0,4100250.0,63.66,166.22,3706816.0,70.42,185.11,10277.0,12092.0,2077.0,0.898,1954076.0,33.56
42033,2022-02-03,Wisconsin,9690358.0,10786485.0,4102639.0,63.72,166.43,3709883.0,70.46,185.26,12150.0,11737.0,2016.0,0.898,1960662.0,33.67
42034,2022-02-04,Wisconsin,9702193.0,10796685.0,4104899.0,63.77,166.63,3713050.0,70.5,185.43,11835.0,11417.0,1961.0,0.899,1966933.0,33.78
42035,2022-02-05,Wisconsin,9714849.0,10798385.0,4107752.0,63.83,166.85,3716457.0,70.55,185.46,12656.0,11130.0,1912.0,0.9,1973165.0,33.89
42036,2022-02-06,Wisconsin,9726981.0,10798385.0,4110216.0,63.89,167.06,3719776.0,70.59,185.46,12132.0,10606.0,1822.0,0.901,1979189.0,33.99
42037,2022-02-07,Wisconsin,9733734.0,10798385.0,4111571.0,63.92,167.18,3721864.0,70.62,185.46,6753.0,10065.0,1729.0,0.901,1982603.0,34.05
42038,2022-02-08,Wisconsin,9737333.0,10815985.0,4112329.0,63.94,167.24,3722906.0,70.63,185.76,3599.0,9915.0,1703.0,0.9,1984492.0,34.08
